constituent_name,weighting_sponsor,constituent_ticker,Sector,quantity_held,Fund Name,Ticker Symbol,as_of_date,isin,sedol,Stock Exchange,Trade Country Name,local_currency,local_price,market_value_held,Share Class,location
Boeing Company,0.03466161,BA,Industrials,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Johnson & Johnson,0.03305244,JNJ,Health Care,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Salesforce Inc.,0.03080272,CRM,Information Technology,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
American Express Company,0.03024811,AXP,Financials,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Apple Inc.,0.02923456,AAPL,Information Technology,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
International Business Machines Corporation,0.027959329999999998,IBM,Information Technology,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Walmart Inc.,0.02784412,WMT,Consumer Staples,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Procter & Gamble Company,0.0275297,PG,Consumer Staples,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
JPMorgan Chase & Co.,0.02642242,JPM,Financials,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
3M Company,0.02596936,MMM,Industrials,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
NIKE Inc. Class B,0.02071807,NKE,Consumer Discretionary,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Merck & Co. Inc.,0.01913038,MRK,Health Care,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Walt Disney Company,0.01855428,DIS,Communication Services,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Coca-Cola Company,0.01197504,KO,Consumer Staples,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Dow Inc.,0.01037759,DOW,Materials,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Cisco Systems Inc.,0.00874694,CSCO,Information Technology,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Walgreens Boots Alliance Inc.,0.00805757,WBA,Consumer Staples,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Verizon Communications Inc.,0.00747952,VZ,Communication Services,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
Intel Corporation,0.0059426,INTC,Information Technology,5985297.0,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
U.S. Dollar,3.341e-05,CASH_USD,None,1023851.06,SPDR® Dow Jones® Industrial Average ETF Trust,D07,2022-11-11,,,,,,,,,
